118;J0302+2252;158.436;-30.815;0.828387;-5.660e-17;-999;-999;18.99;-999;-999;47.000;-999;5.00;-999;-999;-999;5.10e+00;-999;1.85e+30;1.81e+30;-999;1.70e+00;
119;J0304+1932;161.135;-33.270;0.720677;-6.727e-16;-2.450e-27;-999;15.66;-999;-8.43;42.000;73.400;27.00;15.10;-999;-999;1.48e+01;8.27e+00;1.91e+31;3.50e+31;1.35e+12;4.76e+00;
120;J0305+11;167.463;-39.662;1.159958;-999;-999;-999;27.97;-999;-999;26.000;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;
121;J0308+74;132.090;13.608;316.455696;-999;-999;-999;6.35;-999;-999;-999;-999;0.30;-999;HE;-999;4.33e-02;-999;-999;-999;-999;-999;
122;J0317+13;168.763;-36.040;0.506509;-999;-999;-999;12.90;-999;-999;20.000;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;
123;J0323+3944;152.180;-14.338;0.329807;-6.914e-17;6.700e-29;-999;26.19;-999;60.00;42.700;74.700;34.00;0.90;-999;-999;3.08e+01;8.16e-01;9.00e+29;9.92e+29;1.39e+12;4.72e-01;
124;J0324+5239;145.094;-3.480;2.970707;-3.362e-15;-999;-999;115.46;-999;-999;-999;-999;-999;0.19;-999;-999;-999;9.96e-01;3.94e+32;7.52e+31;-999;8.91e+01;
125;J0325+6744;136.715;9.089;0.732773;-8.340e-16;-999;-999;65.28;-999;-999;-999;-999;26.30;-999;-999;-999;9.80e+01;-999;2.41e+31;6.48e+30;-999;5.43e+00;
126;J0329+1654;168.499;-31.683;1.119420;-2.697e-16;-999;-999;40.82;-999;-999;17.000;37.000;0.60;-999;-999;-999;3.93e+00;-999;1.19e+31;1.82e+30;-999;5.84e+00;
127;J0332+5434;144.995;-1.221;1.399542;-4.012e-15;5.300e-28;-999;26.76;-999;-64.33;6.600;31.400;1500.00;203.00;-999;-999;4.31e+03;5.83e+02;2.22e+32;7.72e+31;1.22e+12;3.15e+01;
128;J0332+79;130.309;18.683;0.486332;-999;-999;-999;16.67;-999;-999;-999;-999;-999;-999;RRAT;-999;-999;-999;-999;-999;-999;-999;
129;J0335+4555;150.348;-8.038;3.714703;-1.014e-16;-3.700e-28;-999;47.15;-999;5.60;6.100;10.200;6.00;0.80;-999;-999;3.57e+01;4.76e+00;1.49e+31;2.50e+30;4.49e+10;2.16e+01;
130;J0335+6623;138.383;8.588;0.567558;-1.550e-15;-999;-999;66.73;-999;-999;-999;-999;10.50;-999;-999;-999;3.83e+01;-999;3.47e+31;9.52e+30;-999;5.05e+00;
131;J0337+1715;169.990;-30.039;365.953363;-2.366e-15;-999;-999;21.32;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;3.42e+34;2.02e+34;2.20e+08;1.02e+05;
132;J0340+4130;153.783;-11.022;303.090979;-6.474e-16;-999;-999;49.59;-999;-999;-999;-999;2.00;0.31;HE;-999;5.12e+00;7.94e-01;7.75e+33;3.03e+33;1.53e+08;4.03e+04;
133;J0341+5711;144.371;1.546;0.529661;-999;-999;-999;100.00;-999;-999;-999;-999;364.70;-999;-999;-999;1.50e+03;-999;-999;-999;-999;-999;
134;J0343-3000;227.758;-52.338;0.385056;-8.451e-18;-999;-999;20.20;-999;45.00;35.300;273.000;-999;1.30;-999;-999;-999;3.29e+00;1.28e+29;5.08e+28;-999;2.08e-01;
135;J0343+5312;147.017;-1.428;0.516935;-3.587e-15;-1.800e-27;-999;67.30;-999;-84.00;44.900;77.100;3.70;0.30;-999;-999;1.08e+01;8.77e-01;7.32e+31;2.50e+31;-999;6.68e+00;
136;J0348+0432;183.337;-36.774;25.560636;-1.573e-16;-999;-999;40.46;-0.001;49.50;0.630;-999;-999;-999;-999;-999;-999;-999;1.59e+32;3.60e+31;3.07e+09;4.86e+02;
137;J0349+2340;167.434;-23.384;0.413092;-1.876e-16;-999;-999;62.96;-999;-999;48.000;-999;-999;-999;-999;-999;-999;-999;3.06e+30;2.18e+29;-999;1.09e+00;
138;J0357+3205;162.760;-16.006;2.251722;-6.610e-14;-999;-999;-999;-999;-999;-999;-999;-999;-999;NRAD;-999;-999;-999;5.88e+33;8.43e+33;2.43e+12;2.61e+02;
139;J0357+5236;149.099;-0.522;5.075367;-1.228e-14;1.030e-26;-999;103.71;-999;261.00;12.500;26.000;12.00;1.90;-999;-999;1.53e+02;2.42e+01;2.46e+33;1.93e+32;3.10e+11;3.80e+02;
140;J0358+4155;156.112;-8.620;4.415316;-2.843e-15;-999;-999;46.33;-999;-999;-999;-999;5.50;-999;-999;-999;1.20e+01;-999;4.96e+32;2.26e+32;-999;1.48e+02;
141;J0358+5413;148.190;0.811;6.394511;-1.797e-13;4.100e-25;-999;57.14;-999;79.00;3.900;10.800;46.00;23.00;HE;6;4.60e+01;2.30e+01;4.54e+34;4.54e+34;8.39e+11;2.06e+03;
